epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,3745.76,1.45428,0.67279,0.86496,0.93154,0.83935,0.90353,0.57188,3.36808,1.36176,1.33125,0.0002773,0.0002773,0.0002773
75,3790.63,1.44946,0.66835,0.8606,0.90291,0.847,0.89699,0.5673,3.33346,1.43911,1.3157,0.0002674,0.0002674,0.0002674
76,3833.15,1.42812,0.6573,0.86362,0.90216,0.85395,0.89788,0.56845,3.33228,1.35417,1.34996,0.0002575,0.0002575,0.0002575
77,3876.88,1.43971,0.66235,0.86045,0.91485,0.83481,0.89541,0.56628,3.29312,1.48565,1.29976,0.0002476,0.0002476,0.0002476
78,3920.36,1.4126,0.64832,0.86313,0.91051,0.83139,0.894,0.56484,3.38128,1.39732,1.35237,0.0002377,0.0002377,0.0002377
79,3964.85,1.41215,0.64643,0.85989,0.91389,0.84032,0.89592,0.56972,3.40237,1.39159,1.34937,0.0002278,0.0002278,0.0002278
80,4008.67,1.40149,0.64013,0.85712,0.92839,0.84347,0.89952,0.56737,3.34424,1.38296,1.327,0.0002179,0.0002179,0.0002179
81,4053.02,1.40159,0.64797,0.85863,0.92517,0.8387,0.90161,0.56901,3.32107,1.34143,1.3069,0.000208,0.000208,0.000208
82,4096.07,1.37091,0.63397,0.85855,0.90311,0.84626,0.89651,0.56962,3.27896,1.37821,1.3234,0.0001981,0.0001981,0.0001981
83,4139.6,1.37812,0.6333,0.85504,0.91501,0.84457,0.89639,0.57027,3.20988,1.42407,1.28284,0.0001882,0.0001882,0.0001882
84,4183.6,1.36324,0.62901,0.85627,0.91665,0.84582,0.89732,0.56536,3.33964,1.35659,1.34688,0.0001783,0.0001783,0.0001783
85,4226.76,1.34128,0.62148,0.85415,0.90429,0.84079,0.90021,0.56802,3.24365,1.42784,1.2992,0.0001684,0.0001684,0.0001684
86,4269.88,1.35908,0.62577,0.85497,0.90849,0.85472,0.90114,0.57126,3.29239,1.34874,1.30324,0.0001585,0.0001585,0.0001585
87,4312.45,1.33771,0.62441,0.85683,0.91772,0.83143,0.89816,0.57452,3.27501,1.40251,1.29923,0.0001486,0.0001486,0.0001486
88,4356.48,1.32992,0.6191,0.85122,0.89031,0.85795,0.90155,0.57273,3.27563,1.38938,1.29235,0.0001387,0.0001387,0.0001387
89,4399.99,1.3221,0.61444,0.84816,0.89656,0.85513,0.9018,0.57624,3.26042,1.43639,1.30883,0.0001288,0.0001288,0.0001288
90,4442.55,1.34146,0.6183,0.85536,0.89385,0.85115,0.90237,0.57399,3.25563,1.36285,1.31997,0.0001189,0.0001189,0.0001189
91,4490.5,1.3502,0.57525,0.82834,0.92173,0.82997,0.89763,0.56332,3.34403,1.33421,1.35804,0.000109,0.000109,0.000109
92,4533.37,1.27485,0.54985,0.82202,0.91461,0.84052,0.89708,0.56666,3.26468,1.40816,1.33068,9.91e-05,9.91e-05,9.91e-05
93,4576.28,1.25166,0.54033,0.8208,0.92657,0.82452,0.90178,0.56918,3.27831,1.38473,1.31027,8.92e-05,8.92e-05,8.92e-05
94,4619.52,1.23181,0.53089,0.81837,0.9293,0.82898,0.8996,0.56953,3.27891,1.38862,1.31525,7.93e-05,7.93e-05,7.93e-05
95,4662.48,1.21085,0.52886,0.81644,0.92134,0.82702,0.90029,0.56878,3.2302,1.36872,1.29585,6.94e-05,6.94e-05,6.94e-05
96,4704.89,1.20431,0.52603,0.81822,0.89585,0.8495,0.89434,0.56952,3.22395,1.35053,1.31054,5.95e-05,5.95e-05,5.95e-05
97,4747.24,1.19388,0.52091,0.81557,0.91143,0.84497,0.89798,0.56797,3.24494,1.36883,1.31616,4.96e-05,4.96e-05,4.96e-05
98,4788.05,1.17578,0.51469,0.81954,0.92243,0.82567,0.89873,0.57304,3.28391,1.34515,1.3284,3.97e-05,3.97e-05,3.97e-05
99,4830.15,1.16835,0.5155,0.81322,0.9076,0.85134,0.90258,0.57382,3.26828,1.35214,1.32666,2.98e-05,2.98e-05,2.98e-05
100,4872.21,1.17418,0.51608,0.8132,0.90598,0.85301,0.90262,0.57375,3.23934,1.34328,1.32088,1.99e-05,1.99e-05,1.99e-05
