epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,3468.14,0.09645,0.28712,0.87291,0.90471,0.82206,0.88992,0.5632,0.69603,0.71483,1.76474,0.0004654,0.0004654,0.0004654
56,3530.6,0.09772,0.28913,0.87086,0.92555,0.83185,0.90291,0.56302,0.71229,0.69155,1.75917,0.0004555,0.0004555,0.0004555
57,3592.63,0.09491,0.28436,0.87123,0.89885,0.83879,0.89958,0.55846,0.71532,0.7214,1.73456,0.0004456,0.0004456,0.0004456
58,3654.78,0.09057,0.28045,0.86472,0.9105,0.83761,0.8984,0.55925,0.70251,0.75018,1.72814,0.0004357,0.0004357,0.0004357
59,3717.78,0.09315,0.27913,0.86718,0.89294,0.86408,0.9006,0.55999,0.70745,0.68557,1.74792,0.0004258,0.0004258,0.0004258
60,3780.52,0.09644,0.28338,0.86489,0.90115,0.83722,0.89031,0.55089,0.71749,0.71293,1.78486,0.0004159,0.0004159,0.0004159
61,3842.69,0.09477,0.28211,0.86864,0.91772,0.82725,0.89127,0.55134,0.71722,0.69516,1.74687,0.000406,0.000406,0.000406
62,3904.85,0.09453,0.28279,0.86501,0.91951,0.83455,0.89766,0.55607,0.71225,0.66979,1.78015,0.0003961,0.0003961,0.0003961
63,3967,0.08986,0.27384,0.8667,0.90606,0.85734,0.89958,0.55293,0.71778,0.6841,1.76372,0.0003862,0.0003862,0.0003862
64,4029.35,0.09096,0.2751,0.86557,0.91394,0.85625,0.90404,0.55644,0.70896,0.71848,1.75954,0.0003763,0.0003763,0.0003763
65,4091.74,0.08772,0.27054,0.86068,0.90012,0.86135,0.90541,0.55782,0.72819,0.69763,1.80283,0.0003664,0.0003664,0.0003664
66,4153.88,0.0888,0.2705,0.86244,0.88927,0.85802,0.90277,0.55762,0.7112,0.69322,1.76985,0.0003565,0.0003565,0.0003565
67,4216.23,0.09068,0.27417,0.86505,0.88989,0.8524,0.89745,0.56094,0.74015,0.70092,1.79447,0.0003466,0.0003466,0.0003466
68,4278.73,0.08999,0.27218,0.85983,0.87578,0.8613,0.89517,0.55729,0.74996,0.723,1.75745,0.0003367,0.0003367,0.0003367
69,4340.91,0.09168,0.2733,0.86222,0.92074,0.82111,0.89528,0.56122,0.74949,0.71128,1.75831,0.0003268,0.0003268,0.0003268
70,4403.12,0.09067,0.26894,0.86072,0.89441,0.86734,0.90118,0.56433,0.77976,0.72582,1.73523,0.0003169,0.0003169,0.0003169
71,4465.24,0.08896,0.26672,0.85979,0.89105,0.85911,0.8965,0.5575,0.80187,0.74287,1.82005,0.000307,0.000307,0.000307
72,4527,0.08805,0.26556,0.8586,0.91207,0.84598,0.90113,0.56025,0.77576,0.72222,1.81576,0.0002971,0.0002971,0.0002971
73,4588.82,0.08626,0.26544,0.86125,0.91689,0.85577,0.9052,0.56034,0.80139,0.72503,1.85151,0.0002872,0.0002872,0.0002872
74,4650.71,0.08919,0.26767,0.85824,0.92303,0.83582,0.89795,0.56154,0.74649,0.70731,1.77651,0.0002773,0.0002773,0.0002773
75,4712.59,0.09099,0.26742,0.86471,0.91218,0.84796,0.89752,0.56165,0.77455,0.75947,1.81633,0.0002674,0.0002674,0.0002674
76,4774.38,0.08878,0.26686,0.85877,0.90151,0.85429,0.89719,0.55462,0.77759,0.75102,1.78714,0.0002575,0.0002575,0.0002575
77,4836.33,0.08553,0.25884,0.85574,0.91593,0.85445,0.90121,0.55765,0.76402,0.72606,1.7708,0.0002476,0.0002476,0.0002476
78,4898.48,0.08625,0.25936,0.85946,0.9176,0.83575,0.89805,0.5544,0.76271,0.7391,1.8457,0.0002377,0.0002377,0.0002377
79,4960.35,0.089,0.26078,0.86171,0.91722,0.83218,0.89446,0.55435,0.78345,0.72687,1.87088,0.0002278,0.0002278,0.0002278
80,5022.49,0.08438,0.25944,0.85563,0.91676,0.82966,0.89622,0.56084,0.76645,0.72453,1.8544,0.0002179,0.0002179,0.0002179
81,5084.51,0.08791,0.26381,0.85954,0.91659,0.83861,0.89447,0.55692,0.77975,0.71044,1.86636,0.000208,0.000208,0.000208
82,5146.53,0.08811,0.26429,0.85947,0.91941,0.83991,0.89991,0.55629,0.78005,0.70333,1.87728,0.0001981,0.0001981,0.0001981
83,5208.68,0.08852,0.26056,0.86152,0.916,0.85465,0.90331,0.56136,0.79253,0.74048,1.87816,0.0001882,0.0001882,0.0001882
84,5270.85,0.09087,0.26404,0.85474,0.93492,0.83149,0.89715,0.55927,0.77881,0.73667,1.8838,0.0001783,0.0001783,0.0001783
85,5332.94,0.08715,0.26267,0.85415,0.93788,0.82668,0.90198,0.56428,0.782,0.75755,1.86919,0.0001684,0.0001684,0.0001684
86,5395.31,0.08812,0.25945,0.85725,0.92013,0.83997,0.90127,0.5623,0.79361,0.72894,1.87847,0.0001585,0.0001585,0.0001585
87,5457.24,0.08461,0.25355,0.85227,0.93798,0.83837,0.90718,0.56682,0.80037,0.724,1.84458,0.0001486,0.0001486,0.0001486
88,5519.32,0.08481,0.25719,0.8553,0.93444,0.831,0.90715,0.56687,0.80167,0.72816,1.85602,0.0001387,0.0001387,0.0001387
89,5581.18,0.08561,0.25543,0.85087,0.92541,0.84892,0.90857,0.56478,0.80101,0.71524,1.87619,0.0001288,0.0001288,0.0001288
90,5643.29,0.082,0.2503,0.85305,0.92289,0.84355,0.90784,0.56779,0.7933,0.70797,1.86572,0.0001189,0.0001189,0.0001189
91,5707.79,0.07562,0.23179,0.82623,0.91886,0.8421,0.89577,0.55024,0.81785,0.67777,1.89577,0.000109,0.000109,0.000109
92,5769.57,0.06652,0.22317,0.81752,0.9099,0.8386,0.89661,0.55474,0.83211,0.70035,1.90419,9.91e-05,9.91e-05,9.91e-05
93,5831.3,0.06505,0.22095,0.81833,0.90014,0.84606,0.89897,0.5603,0.81788,0.68103,1.8856,8.92e-05,8.92e-05,8.92e-05
94,5892.85,0.06506,0.21962,0.81523,0.90262,0.84307,0.89807,0.56297,0.80954,0.67544,1.85804,7.93e-05,7.93e-05,7.93e-05
95,5954.79,0.06178,0.21494,0.81119,0.9037,0.83704,0.90203,0.56822,0.80995,0.66354,1.86304,6.94e-05,6.94e-05,6.94e-05
96,6016.5,0.06073,0.21435,0.81236,0.89382,0.84874,0.90402,0.56548,0.80817,0.67185,1.8637,5.95e-05,5.95e-05,5.95e-05
97,6078.15,0.06201,0.21258,0.81179,0.90071,0.85022,0.90522,0.56844,0.81007,0.67698,1.86556,4.96e-05,4.96e-05,4.96e-05
98,6139.68,0.06103,0.21312,0.81526,0.9214,0.84286,0.90896,0.56613,0.80545,0.67813,1.85772,3.97e-05,3.97e-05,3.97e-05
99,6201.46,0.05991,0.21012,0.81286,0.91294,0.8465,0.9079,0.56777,0.81082,0.67295,1.87593,2.98e-05,2.98e-05,2.98e-05
100,6263.14,0.06462,0.21487,0.81745,0.9158,0.84284,0.90609,0.56644,0.81453,0.67956,1.88252,1.99e-05,1.99e-05,1.99e-05
